['1By1AaGzTMrWRLoNZYFilk', 'https://p.scdn.co/mp3-preview/92e2a1ffdc9aaadc11bb8cbd600c3ab78281627d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Cry Our Little Eyes Out', 'Cut Yourself a Switch', 'Catherine Irwin', 0]
['3cGyRPp29aHZMdNqFD1n6P', 'https://p.scdn.co/mp3-preview/c5fbce2b1787cb67c1bd905ea4f9c0a717be53d9?cid=802d45d459874f0386ed3e9c79d0c6df', 'Sleepless', 'Sleepless', 'Adept', 31]
['4T0G1VZ07xIYMebbEyLmQ6', 'https://p.scdn.co/mp3-preview/a99245748bc3a44ce180d9181a25a558eb932bb6?cid=802d45d459874f0386ed3e9c79d0c6df', 'Ótroðinn', 'Saga', 'Adrian Von Ziegler', 30]
['0mxMjNsZlkp7BsH5L3M0SI', 'https://p.scdn.co/mp3-preview/853575ec348a165d7b7a06c0921f2ce53d9a038a?cid=802d45d459874f0386ed3e9c79d0c6df', 'Nidhöggr', 'Starchaser', 'Adrian Von Ziegler', 11]
['7pV58NCQjbcyic847IGH37', 'https://p.scdn.co/mp3-preview/b3eb814894f925cab90be9d26e5d69c9e7eb14b4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Song of Brotherhood', 'Starchaser', 'Adrian Von Ziegler', 13]
['1ndCeD0BQVHLjjyzC0HZVm', 'https://p.scdn.co/mp3-preview/97d254fad4ae17f0c20fd18b1dbae2121832d745?cid=802d45d459874f0386ed3e9c79d0c6df', 'Divine Ancestry', 'Starchaser', 'Adrian Von Ziegler', 9]
['0Og2ZqCcfw1iqGd8d7A3TH', 'https://p.scdn.co/mp3-preview/ffb442fd0c553f34f3c54e2b1bb4c09758f10683?cid=802d45d459874f0386ed3e9c79d0c6df', 'Welcome Home', 'Starchaser', 'Adrian Von Ziegler', 11]
['2bcRaaQMGwaCTRacA2xQ6m', 'https://p.scdn.co/mp3-preview/0716e255f7222a702d405d8a48e7715cff6c84f0?cid=802d45d459874f0386ed3e9c79d0c6df', 'Callirus', 'Starchaser', 'Adrian Von Ziegler', 12]
['6wYJs6ZxFzmeSnoFN0hKge', 'https://p.scdn.co/mp3-preview/ff726e13672225b483d090f3a60c881ae866cfd5?cid=802d45d459874f0386ed3e9c79d0c6df', 'For the King', 'Starchaser', 'Adrian Von Ziegler', 26]
['01t5c4ewpcBKklyLLPVN3k', 'https://p.scdn.co/mp3-preview/8cea29b84a201efe789736a9269008aab83c3a68?cid=802d45d459874f0386ed3e9c79d0c6df', 'Beautiful Memories', 'Starchaser', 'Adrian Von Ziegler', 11]
['12cIjqJkTkDWAoSQBYIBYp', 'https://p.scdn.co/mp3-preview/758e2541ad6727d3d75c1659c030449cda5525ce?cid=802d45d459874f0386ed3e9c79d0c6df', 'Countdown', 'Starchaser', 'Adrian Von Ziegler', 10]
['1dk1p1QXIKEAAykBhg4hxN', 'https://p.scdn.co/mp3-preview/2956e3d07254c469bf0b314a7980b4d2e765c2af?cid=802d45d459874f0386ed3e9c79d0c6df', 'Interludium', 'Starchaser', 'Adrian Von Ziegler', 9]
['16yeFAKPnPdE9a8lTHHqWx', 'https://p.scdn.co/mp3-preview/7156205ae058622d6a2b2344c5a48fcebb7cee1e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Courage of Despair', 'Starchaser', 'Adrian Von Ziegler', 8]
['6oaypj6GmhhF7IDyZHx6cP', 'https://p.scdn.co/mp3-preview/4824bff3b4c3c7d6f5bf49e529617c34bc15a74e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Beautiful Dreams', 'Starchaser', 'Adrian Von Ziegler', 15]
['6k9P7ID9NNWffJgms2j1Ze', 'https://p.scdn.co/mp3-preview/66c32413e08c78c87454226e4f2394327edf9d20?cid=802d45d459874f0386ed3e9c79d0c6df', 'Martyrium', 'Starchaser', 'Adrian Von Ziegler', 9]
['0KnOwjHSj8p45kbNC8ae8x', 'https://p.scdn.co/mp3-preview/556a37197a424ea0a6ca617f3df745a07c890948?cid=802d45d459874f0386ed3e9c79d0c6df', 'Angel of Death', 'Starchaser', 'Adrian Von Ziegler', 11]
['2Z2ZBAZwUDVAwg39yLTuDU', 'https://p.scdn.co/mp3-preview/86633bf6108ddd4806c1958da3d4cbf907d7c059?cid=802d45d459874f0386ed3e9c79d0c6df', 'Heaven´s Touch', 'Starchaser', 'Adrian Von Ziegler', 14]
['2hSTwORZfsqgSqrJlN7L9m', 'https://p.scdn.co/mp3-preview/e3f3198271a6c246aee67a1742e7828a9576441e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Your Lullaby', 'Starchaser', 'Adrian Von Ziegler', 9]
['7cgNzBzSfxGS1VW8MRio7W', 'https://p.scdn.co/mp3-preview/1d08e9b7a8ef5a5b91d92835f12f033b141c5eb1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Crann Na Beatha', 'Starchaser', 'Adrian Von Ziegler', 17]
['5NvLVf48YH6IGkS5jimqCo', 'https://p.scdn.co/mp3-preview/ebdde9027335d39c8c44a37ebaeb99634315df53?cid=802d45d459874f0386ed3e9c79d0c6df', 'Stand As One', 'Starchaser', 'Adrian Von Ziegler', 9]
['2pQuLiQF57Hhg1RoP87Li1', 'https://p.scdn.co/mp3-preview/70379b01ca45acd5c5bade0c8d0ad1b970f911a8?cid=802d45d459874f0386ed3e9c79d0c6df', 'Ode to the Fallen', 'Starchaser', 'Adrian Von Ziegler', 20]
['4gmuyFHXpzOANSRNHnX52l', 'https://p.scdn.co/mp3-preview/3528489be392da985b21c7f6e4ed025199f9963e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hail to the King', 'The Celtic Collection II', 'Adrian Von Ziegler', 23]
['3i0azHohbpfGJEFX6PbL1N', 'https://p.scdn.co/mp3-preview/f6ccd90660aa8cf3848aeab443c174a59a501bd9?cid=802d45d459874f0386ed3e9c79d0c6df', 'Wolf Blood', 'The Celtic Collection II', 'Adrian Von Ziegler', 38]
['0sCX9VFiDvDbVzGR28qtDa', 'https://p.scdn.co/mp3-preview/7144170b9e93ee2f0eb1194bd1200944538adb9d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Ancient Storm', 'The Celtic Collection II', 'Adrian Von Ziegler', 37]
['1cHQhXUzRy21ytwaKvkjAa', 'https://p.scdn.co/mp3-preview/ff48325039fd5231138e14f859932923fac4a366?cid=802d45d459874f0386ed3e9c79d0c6df', 'Fear No Darkness', 'The Celtic Collection II', 'Adrian Von Ziegler', 35]
['2czhy91EyCunqBWRrQ5ZuW', 'https://p.scdn.co/mp3-preview/cf961792f3cc7ecc6ab0536426deba830a42496d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Once Upon a Time', 'The Celtic Collection II', 'Adrian Von Ziegler', 27]
['1BjnUfxPtHIEpCnDDDH2GM', 'https://p.scdn.co/mp3-preview/6cbffca93427b412170f47202a11adfe4d787679?cid=802d45d459874f0386ed3e9c79d0c6df', 'Dreamtide', 'The Celtic Collection II', 'Adrian Von Ziegler', 24]
['4QM22FHvErYrC1fxhG149w', 'https://p.scdn.co/mp3-preview/7848c1becf7f275675f1bbc8f73f66fb5c4c2717?cid=802d45d459874f0386ed3e9c79d0c6df', 'Kingdom of Bards', 'The Celtic Collection II', 'Adrian Von Ziegler', 38]
['1Z26VagWpN63fEgypO193r', 'https://p.scdn.co/mp3-preview/e85a011087916544523c354ec236707c473be646?cid=802d45d459874f0386ed3e9c79d0c6df', 'Home of Heroes', 'The Celtic Collection II', 'Adrian Von Ziegler', 31]
['0RdiVZgWuDySm6Lt7llUjj', 'https://p.scdn.co/mp3-preview/f375cad0b77c8e0b8fd04b3e50c3375915c22e4c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Part of the Pack', 'The Celtic Collection II', 'Adrian Von Ziegler', 31]
['0niV0WxpX1qOtz357ddKvM', 'https://p.scdn.co/mp3-preview/54996209ef1f99e0d33c1b52143bc094a570c91d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Alvae', 'The Celtic Collection II', 'Adrian Von Ziegler', 37]
['4gFtxaSeK8JwF1RKubJBia', 'https://p.scdn.co/mp3-preview/00332ebfc770a62955d644dae4b562156cb949e9?cid=802d45d459874f0386ed3e9c79d0c6df', 'Queen of the Gaels', 'The Celtic Collection II', 'Adrian Von Ziegler', 35]
['1xrTbQFbvZ1rQ8Qu2rIUgy', 'https://p.scdn.co/mp3-preview/6c8324da7f0a7feaa09268e8983a378ff3bcd389?cid=802d45d459874f0386ed3e9c79d0c6df', 'Morrígan', 'The Celtic Collection II', 'Adrian Von Ziegler', 27]
['3EvP8yYfiXGD4Nt3jztUmQ', 'https://p.scdn.co/mp3-preview/b15c8c2b3d19327f29804778a99009f253831201?cid=802d45d459874f0386ed3e9c79d0c6df', 'Sacred Earth', 'The Celtic Collection II', 'Adrian Von Ziegler', 22]
['2ycnxZPHclnZbKdQBCpfFw', 'https://p.scdn.co/mp3-preview/ed4808e05fe887364f201b00272c8416287d935e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hymn to Annûmara', 'The Celtic Collection II', 'Adrian Von Ziegler', 25]
['4K3YbQHGVpaSzIKY5pyOPV', 'https://p.scdn.co/mp3-preview/33a5c6e32cc86e04f2c27e752cde6de7e5814e9e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Druidic Dreams', 'The Celtic Collection II', 'Adrian Von Ziegler', 25]
['6SKmxna7BfrCSo1qhl67oe', 'https://p.scdn.co/mp3-preview/d6a2a5208e05199f478eef2d04c63f21f4ec71d5?cid=802d45d459874f0386ed3e9c79d0c6df', 'Bua Nó Bás', 'The Celtic Collection II', 'Adrian Von Ziegler', 25]
['0SB9sXa6Zpq60fbRCztnhZ', 'https://p.scdn.co/mp3-preview/91fc53fe6b576cccbe5d3f9014f050dff0e3eb9d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Victorious', 'The Celtic Collection II', 'Adrian Von Ziegler', 29]
['33L3sadj02qVfxJ7QM0zM4', 'https://p.scdn.co/mp3-preview/daed69fcd368c20fe6bd6b7e41e7abc4ecf439af?cid=802d45d459874f0386ed3e9c79d0c6df', "Journey's End", 'The Celtic Collection II', 'Adrian Von Ziegler', 23]
['5CeK4iK66yuVq3oA6nkytI', 'https://p.scdn.co/mp3-preview/eddffbe0a76f19d3fded4692baebc4b320723940?cid=802d45d459874f0386ed3e9c79d0c6df', 'Ai Se Eu Te Pego', 'Ao Vivo', 'Adriana Lua', 0]
['2YKH7g5PCdRr6AOgNJApom', 'https://p.scdn.co/mp3-preview/5fbe658e8dc2441770e5f0429189c97854673358?cid=802d45d459874f0386ed3e9c79d0c6df', 'Sorte Grande (Lucana Mix)', 'Ao Vivo', 'Adriana Lua', 0]
['22Q66Tfq2mA99uU5MR1C5C', 'https://p.scdn.co/mp3-preview/d354abf6077b1a5a0dce7c288b53c5fb45b85ff6?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Night', 'Greatest Hits & Remixes', 'Valerie Dore', 35]
['4MM0jT9z9m7VFiusFrGJ8C', 'https://p.scdn.co/mp3-preview/678198d72f38d175f5b1155a8332e06980708a09?cid=802d45d459874f0386ed3e9c79d0c6df', 'And the Cradle Will Rock... - 2015 Remaster', 'Women and Children First (Remastered)', 'Van Halen', 52]
['5TnzOUFWoZHUEtOWlxrIlY', 'https://p.scdn.co/mp3-preview/e00b79f06a57ad63e086326ad8ed8690da3b78af?cid=802d45d459874f0386ed3e9c79d0c6df', 'Everybody Wants Some!! - 2015 Remaster', 'Women and Children First (Remastered)', 'Van Halen', 51]
['4yrlxrNLkM9jVgy8dk04ZZ', 'https://p.scdn.co/mp3-preview/75b0bca712cbd9879cecada731eedc613fbd790d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Fools - 2015 Remaster', 'Women and Children First (Remastered)', 'Van Halen', 39]
['6QDbGdbJ57Mtkflsg42WV5', 'https://p.scdn.co/mp3-preview/345c3b0d0f4d5df5395312e91d73538c9f0d4adf?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hot for Teacher - 2015 Remaster', '1984 (Remastered)', 'Van Halen', 70]
['7N3PAbqfTjSEU1edb2tY8j', 'https://p.scdn.co/mp3-preview/afe282c3bd55e154592f1fc03eed3f119b672a2a?cid=802d45d459874f0386ed3e9c79d0c6df', 'Jump - 2015 Remaster', '1984 (Remastered)', 'Van Halen', 80]
['3DY7IU8sCyFRCIzB3XMled', 'https://p.scdn.co/mp3-preview/492c92adf62825998159bab521ef133685e0b0e4?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Seventh Seal', 'Balance', 'Van Halen', 33]
['0TaT50ZZxT4ytZxuqkE3A9', 'https://p.scdn.co/mp3-preview/490a9b6d835d9ab71d73d4995bd4f4923e950e0c?cid=802d45d459874f0386ed3e9c79d0c6df', "Why Can't This Be Love", '5150', 'Van Halen', 67]
['2IB6UYpGAFtP2H0YJCWpcw', 'https://p.scdn.co/mp3-preview/ef62b3fa801cb672655a43dd817439eeabce8cf6?cid=802d45d459874f0386ed3e9c79d0c6df', 'Where Have All the Good Times Gone! - 2015 Remaster', 'Diver Down (Remastered)', 'Van Halen', 49]
['1KYaAx4p3OVHE1zS00NUwJ', 'https://p.scdn.co/mp3-preview/5be2534acc377b0580ed8781261aebeab6af07c4?cid=802d45d459874f0386ed3e9c79d0c6df', "Hang 'em High - 2015 Remaster", 'Diver Down (Remastered)', 'Van Halen', 42]
['3fXFhoffpzywnfHC3BpyuX', 'https://p.scdn.co/mp3-preview/e2061b86a55b747ca24a36b4f328f132df32b02d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Cathedral - 2015 Remaster', 'Diver Down (Remastered)', 'Van Halen', 40]
['0ECRNLbhprXVT8NB7TLrZZ', 'https://p.scdn.co/mp3-preview/1bb1e55c04d2e72cb94efb0f702b81a23c9dafaa?cid=802d45d459874f0386ed3e9c79d0c6df', 'Secrets - 2015 Remaster', 'Diver Down (Remastered)', 'Van Halen', 39]
['6OTPNDZ8FLCpe9Dyj66ajB', 'https://p.scdn.co/mp3-preview/0765d5fd2be7b51435be1bf2d4834c91c394f078?cid=802d45d459874f0386ed3e9c79d0c6df', 'Intruder - 2015 Remaster', 'Diver Down (Remastered)', 'Van Halen', 43]
['7ptv3yXdBWwzO7rVA62rwy', 'https://p.scdn.co/mp3-preview/f695ca18a9daa86e58b12f2f1bb018b303c9afe4?cid=802d45d459874f0386ed3e9c79d0c6df', '(Oh) Pretty Woman - 2015 Remaster', 'Diver Down (Remastered)', 'Van Halen', 60]
['4uKDB1adPk8DgV7WwBePQi', 'https://p.scdn.co/mp3-preview/c1951d1c5c34ca13c2f8a20217abd6c6f0bf0921?cid=802d45d459874f0386ed3e9c79d0c6df', 'Dancing in the Street - 2015 Remaster', 'Diver Down (Remastered)', 'Van Halen', 49]
['2uvAhfgNAzt5FFKkBc43Uk', 'https://p.scdn.co/mp3-preview/d6c673e48b56556a86e95fa43e7d67e51e30df55?cid=802d45d459874f0386ed3e9c79d0c6df', 'Little Guitars (Intro) - Intro; 2015 Remaster', 'Diver Down (Remastered)', 'Van Halen', 38]
['18fIsTimWvKXA2whjHYON3', 'https://p.scdn.co/mp3-preview/efa660a02d43eab454da06001e559a166c544211?cid=802d45d459874f0386ed3e9c79d0c6df', 'Little Guitars - 2015 Remaster', 'Diver Down (Remastered)', 'Van Halen', 49]
['1IHrs42Yl6WbhMOLTySPbS', 'https://p.scdn.co/mp3-preview/a5f5fcf683755bbbc1fb23ac2a7656af40beab43?cid=802d45d459874f0386ed3e9c79d0c6df', 'Big Bad Bill (Is Sweet William Now) - 2015 Remaster', 'Diver Down (Remastered)', 'Van Halen', 38]
['5egL9g6Xzwc8Su6wVl6bhx', 'https://p.scdn.co/mp3-preview/91dcc9084a1146ea024182b2aa408449e217bacf?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Full Bug - 2015 Remaster', 'Diver Down (Remastered)', 'Van Halen', 37]
['3n1qTSyFM670Sw67Qh7Vvz', 'https://p.scdn.co/mp3-preview/0f32b2279cdb7282c70439a358c2da061174376d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Happy Trails - 2015 Remaster', 'Diver Down (Remastered)', 'Van Halen', 36]
['6QDbGdbJ57Mtkflsg42WV5', 'https://p.scdn.co/mp3-preview/345c3b0d0f4d5df5395312e91d73538c9f0d4adf?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hot for Teacher - 2015 Remaster', '1984 (Remastered)', 'Van Halen', 70]
['3yrSvpt2l1xhsV9Em88Pul', 'https://p.scdn.co/mp3-preview/0d41c6170b692509da64b9f5bfc36389b55540bd?cid=802d45d459874f0386ed3e9c79d0c6df', 'Brown Eyed Girl', "Blowin' Your Mind!", 'Van Morrison', 81]
['3JvrhDOgAt6p7K8mDyZwRd', 'https://p.scdn.co/mp3-preview/fe5f6f3eeac1720c920f67eedfe899ccf900a819?cid=802d45d459874f0386ed3e9c79d0c6df', 'Riptide', 'Dream Your Life Away (Special Edition)', 'Vance Joy', 82]
['0occ3Gxp6ZV5DUmJNuEsQB', 'https://p.scdn.co/mp3-preview/9d6bc8c54420834ad93de0c429481eb724840c56?cid=802d45d459874f0386ed3e9c79d0c6df', 'Come Back To Me', 'V', 'Vanessa Hudgens', 51]
['5UkoitnvaDUSsq7cVsOdOh', 'https://p.scdn.co/mp3-preview/69ef907a4693b5630798d48ae18a4af3aa1eccf7?cid=802d45d459874f0386ed3e9c79d0c6df', 'Be My Baby', 'Vanessa Paradis', 'Vanessa Paradis', 55]
['5avVpUakfMHD6qGpaH26CF', 'https://p.scdn.co/mp3-preview/53cb91214a4cab41a7b58860b45a3a5dc2e62612?cid=802d45d459874f0386ed3e9c79d0c6df', 'Conquest of Paradise', '1492: Conquest of Paradise', 'Vangelis', 64]
['0rgAGUYrFgONmT2jN4IaQF', 'https://p.scdn.co/mp3-preview/c3e94afc499b051b50241c33a43285f67ac5f72c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Mythodea - Music for the NASA Mission: 2001 Mars Odyssey: Movement 6 - Voice', 'Mythodea', 'Vangelis', 10]
['6dmO17rC0ShPNXlTRtr8BF', 'https://p.scdn.co/mp3-preview/5c0d1c1750318617d2b39d12c84fb2c36075bc07?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Perfect Year', 'Only Human', 'Dina Carroll', 46]
['3zsLiaqjQR7CDURvq8o4W7', 'https://p.scdn.co/mp3-preview/9d0c02f29ed628a6219bb49341788ace19bf2b92?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hungry Like The Wolf', 'Jazz And 80s', 'Dinah Eastwood', 35]
['0kbEmh1uyb7lqxWSu7HK7A', 'https://p.scdn.co/mp3-preview/cf66dbbfb063b5379534dcc69c8ff9a311409b4e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Ništa Kontra Splita', '2002. Godine U Splitu', 'Dino Dvornik', 31]
['57fqmDaokbxZ3TaB0jp39q', 'https://p.scdn.co/mp3-preview/fae3d871095f5c91ad85b516cabde6d06b5b2565?cid=802d45d459874f0386ed3e9c79d0c6df', 'Holy Diver', 'Holy Diver', 'Dio', 63]
['1DndHckdH9m5rp6gYP086b', 'https://p.scdn.co/mp3-preview/e90ac49f54b4b1abbb3cc9eb98ee7f22f292d92e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Runaround Sue', 'Runaround Sue', 'Dion', 70]
['3v8d3ku3kiTZVPxEt7a2dE', 'https://p.scdn.co/mp3-preview/657b796f2cea7214b06e499ea3589f21b46ad73f?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Wanderer', 'Runaround Sue', 'Dion', 62]
['3ZQfGkPLmXOwSAbC9YZXtX', 'https://p.scdn.co/mp3-preview/6f144c2aee4b9eead3053e1f68abbfb6f75c681c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Deja Vu - Single Version', 'Dionne (Expanded Edition)', 'Dionne Warwick', 26]
['3mwFncaI2HBczQ92GP9MQF', 'https://p.scdn.co/mp3-preview/fd661e1b968dd130e81b0be0d692e8c11c60f2eb?cid=802d45d459874f0386ed3e9c79d0c6df', 'Lady Writer', 'Communiqué', 'Dire Straits', 50]
['6cr6UDpkjEaMQ80OjWqEBQ', 'https://p.scdn.co/mp3-preview/adaf79aa57a8ce9b906f6f5ff3a99382301022a5?cid=802d45d459874f0386ed3e9c79d0c6df', 'Sultans of Swing', 'Dire Straits', 'Dire Straits', 68]
['2FAurLtrfbqRRcYorT3UXL', 'https://p.scdn.co/mp3-preview/63996a5d908f5182f888bf787f4570aaf30cf858?cid=802d45d459874f0386ed3e9c79d0c6df', 'Brothers in Arms', 'Sultans of Swing - the Very Best of Dire Straits', 'Dire Straits', 27]
['541EP6U9FXMjq1ulE7v3w8', 'https://p.scdn.co/mp3-preview/b0193a7b81dea41e9a08b908cfecb3af4644ba80?cid=802d45d459874f0386ed3e9c79d0c6df', 'Sultans of Swing', 'Sultans of Swing - the Very Best of Dire Straits', 'Dire Straits', 34]
['12LhO4pCe1qdixqdnu4aFP', 'https://p.scdn.co/mp3-preview/77e4fa746dc0c47bd4ba1342356c031585da5af4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Lady Writer', 'Sultans of Swing - the Very Best of Dire Straits', 'Dire Straits', 25]
['6i4wYU25phbBBNFmSx4AYs', 'https://p.scdn.co/mp3-preview/e4f4e834e608a113d07f1e7d5af027a65100bcad?cid=802d45d459874f0386ed3e9c79d0c6df', 'Romeo and Juliet', 'Sultans of Swing - the Very Best of Dire Straits', 'Dire Straits', 29]
['7ir2AFQR7n2DOIfuvibzKL', 'https://p.scdn.co/mp3-preview/031faf66cf3845a9243ae5411e69cb4f7e6ad881?cid=802d45d459874f0386ed3e9c79d0c6df', 'Tunnel of Love (Intro: The Carousel Waltz)', 'Sultans of Swing - the Very Best of Dire Straits', 'Dire Straits', 23]
['4k9SHxkUmEhLdvuj4KAVhn', 'https://p.scdn.co/mp3-preview/69619b420602eaeca2db372687049b6de577a2dd?cid=802d45d459874f0386ed3e9c79d0c6df', 'Private Investigations', 'Sultans of Swing - the Very Best of Dire Straits', 'Dire Straits', 20]
['5ij84aZDvRN4zSHSh2L6pl', 'https://p.scdn.co/mp3-preview/dec1c2d05bb6949b877c448162a902f63a0f6157?cid=802d45d459874f0386ed3e9c79d0c6df', 'Walk of Life', 'Sultans of Swing - the Very Best of Dire Straits', 'Dire Straits', 34]
['3uWrZyYzk1hWwsYYCoiU3K', 'https://p.scdn.co/mp3-preview/fc8d8996ab2bdd9417c6ccc28617617272f8132c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Calling Elvis', 'Sultans of Swing - the Very Best of Dire Straits', 'Dire Straits', 19]
['3SffNBmmhfE15QP14QFYvf', 'https://p.scdn.co/mp3-preview/ae015834ae1be34ad69384e873c0ae15369b047e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Heavy Fuel', 'Sultans of Swing - the Very Best of Dire Straits', 'Dire Straits', 21]
['7rP8wcqrtFrMb1fDyY1KoM', 'https://p.scdn.co/mp3-preview/b8d82e65d76b172f180dde287797d97499986bae?cid=802d45d459874f0386ed3e9c79d0c6df', 'On Every Street', 'Sultans of Swing - the Very Best of Dire Straits', 'Dire Straits', 19]
['18Rl9lxDzJeI4Ti46Y6whm', 'https://p.scdn.co/mp3-preview/a60c5a69cbde3078375526811a3195512577194a?cid=802d45d459874f0386ed3e9c79d0c6df', 'Your Latest Trick - Live 1992', 'Sultans of Swing - the Very Best of Dire Straits', 'Dire Straits', 18]
['6tM6gqc1liYA4403w1nyCc', 'https://p.scdn.co/mp3-preview/f71efce75af928f873820cbcd9dc584fa60ddb8d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Twisting by the Pool', 'Sultans of Swing - the Very Best of Dire Straits', 'Dire Straits', 35]
['5TPGPF741sz6lzY0bUtpDe', 'https://p.scdn.co/mp3-preview/c2552d9245e2b1ac4441f25e90f977ff007e13ec?cid=802d45d459874f0386ed3e9c79d0c6df', 'Love over Gold - Live 1983', 'Sultans of Swing - the Very Best of Dire Straits', 'Dire Straits', 25]
['134JuWUat5SCHkIYEtRvO7', 'https://p.scdn.co/mp3-preview/3aeebf059823975bd0ba0c01f78eaeeaa621f0d3?cid=802d45d459874f0386ed3e9c79d0c6df', 'So Far Away', 'Sultans of Swing - the Very Best of Dire Straits', 'Dire Straits', 43]
['1E8qiEnaCzyiOicYsabbtX', 'https://p.scdn.co/mp3-preview/e9a097f1c3badd27f28d459f71d0e3f9f0fd3731?cid=802d45d459874f0386ed3e9c79d0c6df', 'Money for Nothing', 'Sultans of Swing - the Very Best of Dire Straits', 'Dire Straits', 40]
['5UWwV2GfJoL6ubcTb110tl', 'https://p.scdn.co/mp3-preview/b4e2edd4f2728907b8e64fbe89e632dae39fa8c4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Amphibian Circuits', 'DIRTWIRE', 'Dirtwire', 38]
['5Jcbvpw9AbNA8vw7HkHeHc', 'https://p.scdn.co/mp3-preview/91a00972d0c6e2d944401d0d583d633f5abcbeb8?cid=802d45d459874f0386ed3e9c79d0c6df', 'Back Home', 'DIRTWIRE', 'Dirtwire', 30]
['7eKequQBdG234RrxCNs0OA', 'https://p.scdn.co/mp3-preview/e2403803999bd53670e49884dd9129661babdef1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Xiang Zone', 'DIRTWIRE', 'Dirtwire', 23]
['56ahkH80GMeXhe5dZWZLD1', 'https://p.scdn.co/mp3-preview/1279adadbbd564a516c3c5419c1e7c369d4e3b13?cid=802d45d459874f0386ed3e9c79d0c6df', 'Sailing the Solar Flares', 'DIRTWIRE', 'Dirtwire', 49]
['1HgBGDcbiIYoAZKGZyPTK4', 'https://p.scdn.co/mp3-preview/86b898cce245a695032e5c469929d714dde548fb?cid=802d45d459874f0386ed3e9c79d0c6df', 'Knock', 'DIRTWIRE', 'Dirtwire', 23]
['7CCKWIYEC3bLRMSVlJtj3h', 'https://p.scdn.co/mp3-preview/ba6183d90eaecee48a6cf3aff6a75bc2896268b1?cid=802d45d459874f0386ed3e9c79d0c6df', "Hunter's Harp", 'DIRTWIRE', 'Dirtwire', 39]
['2JF8jYK0cj1WLL8ta09unf', 'https://p.scdn.co/mp3-preview/475129a879b825e39b030f874ffca71657815c97?cid=802d45d459874f0386ed3e9c79d0c6df', 'Rusted Railway', 'DIRTWIRE', 'Dirtwire', 31]
['7oxt80X8TsDfZSj6rljoDx', 'https://p.scdn.co/mp3-preview/5367410f31b536ad289403d83babcddd07eb2bb9?cid=802d45d459874f0386ed3e9c79d0c6df', 'Freeka 5', 'DIRTWIRE', 'Dirtwire', 28]
['3QGBNqgepGPiSv93rVNhHd', 'https://p.scdn.co/mp3-preview/821072df5312098ab42910b3b393f82356a85965?cid=802d45d459874f0386ed3e9c79d0c6df', 'Old Upright', 'DIRTWIRE', 'Dirtwire', 20]
['1aoOvkIk1hz1HMKn5PBmCJ', 'https://p.scdn.co/mp3-preview/9ec168cfbe1a0d0a08604011a9d2baba46421baf?cid=802d45d459874f0386ed3e9c79d0c6df', 'Bed Spring', 'DIRTWIRE', 'Dirtwire', 22]
['5EqRSO4h81Bx0Y6Cn5MsFJ', 'https://p.scdn.co/mp3-preview/c3d1e9d27c6ac5870d5c3e5d9407b62df4af4979?cid=802d45d459874f0386ed3e9c79d0c6df', "I Really Should've Gone Out Last Night", 'Whatever You Love,You Are', 'Dirty Three', 11]
['19cL3SOKpwnwoKkII7U3Wh', 'https://p.scdn.co/mp3-preview/69fb93fe506d1142df3a770c3aa42a36b3fadc60?cid=802d45d459874f0386ed3e9c79d0c6df', 'Geronimo', 'Bombs Away', 'Sheppard', 66]
